Year,NOC,Squad_Size,NOC_Events_Entered,Sport_Diversity,Total,Lagged_Total_Medals,Historical_Total,Is_First_Time_Candidate,Global_Total_Events,Global_Nations_Count,Share_of_Entries,Expected_Share,RCA_Macro,Specialization_Index,Is_Host,Lagged_Squad_Size,Lagged_NOC_Events_Entered,Lagged_Sport_Diversity,Lagged_Global_Total_Events,Lagged_Global_Nations_Count,Lagged_Share_of_Entries,Lagged_Expected_Share,Lagged_RCA_Macro,Lagged_Specialization_Index
1912,DEN,147,46,13,12,5.0,17.0,0,236.0,27,0.050605060506050605,0.037037037037037035,1.3663366336633664,3.5384615384615383,0,78.0,27.0,8.0,267.0,22.0,0.03988183161004431,0.045454545454545456,0.8774002954209749,3.375
1920,DEN,151,66,14,13,12.0,29.0,0,363.0,29,0.05486284289276808,0.034482758620689655,1.5910224438902743,4.714285714285714,0,147.0,46.0,13.0,236.0,27.0,0.050605060506050605,0.037037037037037035,1.3663366336633664,3.5384615384615383
1924,DEN,73,56,12,9,13.0,42.0,0,292.0,44,0.034610630407911,0.022727272727272728,1.522867737948084,4.666666666666667,0,151.0,66.0,14.0,363.0,29.0,0.05486284289276808,0.034482758620689655,1.5910224438902743,4.714285714285714
1928,DEN,78,49,13,6,9.0,51.0,0,252.0,46,0.03198433420365535,0.021739130434782608,1.4712793733681462,3.769230769230769,0,73.0,56.0,12.0,292.0,44.0,0.034610630407911,0.022727272727272728,1.522867737948084,4.666666666666667
1932,DEN,24,27,8,0,6.0,57.0,0,268.0,37,0.030857142857142857,0.02702702702702703,1.1417142857142857,3.375,0,78.0,49.0,13.0,252.0,46.0,0.03198433420365535,0.021739130434782608,1.4712793733681462,3.769230769230769
1936,DEN,116,68,13,5,0.0,57.0,0,302.0,49,0.03300970873786408,0.02040816326530612,1.61747572815534,5.230769230769231,0,24.0,27.0,8.0,268.0,37.0,0.030857142857142857,0.02702702702702703,1.1417142857142857,3.375
1948,DEN,157,79,16,20,5.0,62.0,0,312.0,59,0.03573043871551334,0.01694915254237288,2.108095884215287,4.9375,0,116.0,68.0,13.0,302.0,49.0,0.03300970873786408,0.02040816326530612,1.61747572815534,5.230769230769231
1952,DEN,128,73,15,6,20.0,82.0,0,338.0,69,0.02456258411843876,0.014492753623188406,1.6948183041722744,4.866666666666666,0,157.0,79.0,16.0,312.0,59.0,0.03573043871551334,0.01694915254237288,2.108095884215287,4.9375
1956,DEN,37,29,11,4,6.0,88.0,0,342.0,72,0.013357899585444496,0.013888888888888888,0.9617687701520038,2.6363636363636362,0,128.0,73.0,15.0,338.0,69.0,0.02456258411843876,0.014492753623188406,1.6948183041722744,4.866666666666666
1960,DEN,99,46,15,0,4.0,92.0,0,340.0,84,0.013662013662013662,0.011904761904761904,1.1476091476091477,3.066666666666667,0,37.0,29.0,11.0,342.0,72.0,0.013357899585444496,0.013888888888888888,0.9617687701520038,2.6363636363636362
1964,DEN,60,40,10,6,0.0,92.0,0,370.0,93,0.012380068090374497,0.010752688172043012,1.151346332404828,4.0,0,99.0,46.0,15.0,340.0,84.0,0.013662013662013662,0.011904761904761904,1.1476091476091477,3.066666666666667
1968,DEN,62,53,11,8,6.0,98.0,0,386.0,112,0.014386536373507057,0.008928571428571428,1.6112920738327905,4.818181818181818,0,60.0,40.0,10.0,370.0,93.0,0.012380068090374497,0.010752688172043012,1.151346332404828,4.0
1972,DEN,126,73,17,1,8.0,106.0,0,439.0,121,0.016549535252777147,0.008264462809917356,2.002493765586035,4.294117647058823,0,62.0,53.0,11.0,386.0,112.0,0.014386536373507057,0.008928571428571428,1.6112920738327905,4.818181818181818
1976,DEN,66,40,15,3,1.0,107.0,0,444.0,92,0.010649627263045794,0.010869565217391304,0.979765708200213,2.6666666666666665,0,126.0,73.0,17.0,439.0,121.0,0.016549535252777147,0.008264462809917356,2.002493765586035,4.294117647058823
1980,DEN,58,30,13,5,3.0,110.0,0,454.0,80,0.009395552771688067,0.0125,0.7516442217350453,2.3076923076923075,0,66.0,40.0,15.0,444.0,92.0,0.010649627263045794,0.010869565217391304,0.979765708200213,2.6666666666666665
1984,DEN,60,33,11,6,5.0,115.0,0,492.0,140,0.007344758513242822,0.007142857142857143,1.028266191853995,3.0,0,58.0,30.0,13.0,454.0,80.0,0.009395552771688067,0.0125,0.7516442217350453,2.3076923076923075
1988,DEN,78,73,15,4,6.0,121.0,0,528.0,159,0.012649454167388668,0.006289308176100629,2.0112632126147982,4.866666666666666,0,60.0,33.0,11.0,492.0,140.0,0.007344758513242822,0.007142857142857143,1.028266191853995,3.0
1992,DEN,109,67,14,6,4.0,125.0,0,573.0,168,0.010684101419231382,0.005952380952380952,1.7949290384308723,4.785714285714286,0,78.0,73.0,15.0,528.0,159.0,0.012649454167388668,0.006289308176100629,2.0112632126147982,4.866666666666666
1996,DEN,119,66,14,6,6.0,131.0,0,604.0,197,0.009744574043998228,0.005076142131979695,1.919681086667651,4.714285714285714,0,109.0,67.0,14.0,573.0,168.0,0.010684101419231382,0.005952380952380952,1.7949290384308723,4.785714285714286
2000,DEN,97,55,16,6,6.0,137.0,0,667.0,199,0.007834757834757835,0.005025125628140704,1.5591168091168093,3.4375,0,119.0,66.0,14.0,604.0,197.0,0.009744574043998228,0.005076142131979695,1.919681086667651,4.714285714285714
2004,DEN,92,59,16,8,6.0,143.0,0,669.0,201,0.00859932954379828,0.004975124378109453,1.7284652383034542,3.6875,0,97.0,55.0,16.0,667.0,199.0,0.007834757834757835,0.005025125628140704,1.5591168091168093,3.4375
2008,DEN,84,62,16,7,8.0,151.0,0,673.0,204,0.008760774339409354,0.004901960784313725,1.7871979652395082,3.875,0,92.0,59.0,16.0,669.0,201.0,0.00859932954379828,0.004975124378109453,1.7284652383034542,3.6875
2012,DEN,113,69,17,9,7.0,158.0,0,670.0,204,0.009864188706218727,0.004901960784313725,2.01229449606862,4.0588235294117645,0,84.0,62.0,16.0,673.0,204.0,0.008760774339409354,0.004901960784313725,1.7871979652395082,3.875
2016,DEN,117,67,16,15,9.0,167.0,0,682.0,205,0.00943794900690238,0.004878048780487805,1.934779546414988,4.1875,0,113.0,69.0,17.0,670.0,204.0,0.009864188706218727,0.004901960784313725,2.01229449606862,4.0588235294117645
2020,DEN,108,63,19,11,15.0,182.0,0,761.0,205,0.009182334936598164,0.004878048780487805,1.8823786620026237,3.3157894736842106,0,117.0,67.0,16.0,682.0,205.0,0.00943794900690238,0.004878048780487805,1.934779546414988,4.1875
2024,DEN,128,60,24,9,11.0,193.0,0,738.0,204,0.009416195856873822,0.004901960784313725,1.9209039548022597,2.5,0,108.0,63.0,19.0,761.0,205.0,0.009182334936598164,0.004878048780487805,1.8823786620026237,3.3157894736842106
1984,DJI,3,1,1,0,,0.0,1,492.0,140,0.00022256843979523704,0.007142857142857143,0.031159581571333188,1.0,0,,,,,,,,,
1988,DJI,6,5,2,1,0.0,0.0,1,528.0,159,0.0008664009703690869,0.006289308176100629,0.1377577542886848,2.5,0,3.0,1.0,1.0,492.0,140.0,0.00022256843979523704,0.007142857142857143,0.031159581571333188,1.0
1992,DJI,8,7,3,0,1.0,1.0,0,573.0,168,0.001116249402009249,0.005952380952380952,0.18752989953755383,2.3333333333333335,0,6.0,5.0,2.0,528.0,159.0,0.0008664009703690869,0.006289308176100629,0.1377577542886848,2.5
1996,DJI,5,4,2,0,0.0,1.0,0,604.0,197,0.0005905802450908018,0.005076142131979695,0.11634430828288796,2.0,0,8.0,7.0,3.0,573.0,168.0,0.001116249402009249,0.005952380952380952,0.18752989953755383,2.3333333333333335
2000,DJI,2,2,1,0,0.0,1.0,0,667.0,199,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0,0,5.0,4.0,2.0,604.0,197.0,0.0005905802450908018,0.005076142131979695,0.11634430828288796,2.0
2008,DJI,2,2,1,0,0.0,1.0,0,673.0,204,0.00028260562385191464,0.004901960784313725,0.05765154726579059,2.0,0,2.0,2.0,1.0,667.0,199.0,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0
2012,DJI,4,4,3,0,0.0,1.0,0,670.0,204,0.0005718370264474624,0.004901960784313725,0.11665475339528233,1.3333333333333333,0,2.0,2.0,1.0,673.0,204.0,0.00028260562385191464,0.004901960784313725,0.05765154726579059,2.0
2016,DJI,7,7,3,0,0.0,1.0,0,682.0,205,0.0009860543738554725,0.004878048780487805,0.20214114664037186,2.3333333333333335,0,4.0,4.0,3.0,670.0,204.0,0.0005718370264474624,0.004901960784313725,0.11665475339528233,1.3333333333333333
2020,DJI,4,5,3,0,0.0,1.0,0,761.0,205,0.0007287567409998542,0.004878048780487805,0.1493951319049701,1.6666666666666667,0,7.0,7.0,3.0,682.0,205.0,0.0009860543738554725,0.004878048780487805,0.20214114664037186,2.3333333333333335
2024,DJI,7,6,3,0,0.0,1.0,0,738.0,204,0.0009416195856873823,0.004901960784313725,0.192090395480226,2.0,0,4.0,5.0,3.0,761.0,205.0,0.0007287567409998542,0.004878048780487805,0.1493951319049701,1.6666666666666667
1996,DMA,6,6,2,0,,0.0,1,604.0,197,0.0008858703676362026,0.005076142131979695,0.17451646242433191,3.0,0,,,,,,,,,
2000,DMA,4,4,2,0,0.0,0.0,1,667.0,199,0.0005698005698005698,0.005025125628140704,0.11339031339031339,2.0,0,6.0,6.0,2.0,604.0,197.0,0.0008858703676362026,0.005076142131979695,0.17451646242433191,3.0
2004,DMA,2,2,1,0,0.0,0.0,1,669.0,201,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0,0,4.0,4.0,2.0,667.0,199.0,0.0005698005698005698,0.005025125628140704,0.11339031339031339,2.0
2008,DMA,2,2,1,0,0.0,0.0,1,673.0,204,0.00028260562385191464,0.004901960784313725,0.05765154726579059,2.0,0,2.0,2.0,1.0,669.0,201.0,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0
2012,DMA,2,2,1,0,0.0,0.0,1,670.0,204,0.0002859185132237312,0.004901960784313725,0.05832737669764117,2.0,0,2.0,2.0,1.0,673.0,204.0,0.00028260562385191464,0.004901960784313725,0.05765154726579059,2.0
2016,DMA,2,2,1,0,0.0,0.0,1,682.0,205,0.0002817298211015636,0.004878048780487805,0.05775461332582054,2.0,0,2.0,2.0,1.0,670.0,204.0,0.0002859185132237312,0.004901960784313725,0.05832737669764117,2.0
2020,DMA,2,2,1,0,0.0,0.0,1,761.0,205,0.0002915026963999417,0.004878048780487805,0.05975805276198805,2.0,0,2.0,2.0,1.0,682.0,205.0,0.0002817298211015636,0.004878048780487805,0.05775461332582054,2.0
2024,DMA,4,4,2,1,0.0,0.0,1,738.0,204,0.0006277463904582549,0.004901960784313725,0.128060263653484,2.0,0,2.0,2.0,1.0,761.0,205.0,0.0002915026963999417,0.004878048780487805,0.05975805276198805,2.0
1964,DOM,1,1,1,0,,0.0,1,370.0,93,0.00030950170225936243,0.010752688172043012,0.028783658310120704,1.0,0,,,,,,,,,
1968,DOM,18,16,5,0,0.0,0.0,1,386.0,112,0.004343105320304018,0.008928571428571428,0.48642779587405,3.2,0,1.0,1.0,1.0,370.0,93.0,0.00030950170225936243,0.010752688172043012,0.028783658310120704,1.0
1972,DOM,5,4,3,0,0.0,0.0,1,439.0,121,0.000906823849467241,0.008264462809917356,0.10972568578553615,1.3333333333333333,0,18.0,16.0,5.0,386.0,112.0,0.004343105320304018,0.008928571428571428,0.48642779587405,3.2
1976,DOM,10,10,3,0,0.0,0.0,1,444.0,92,0.0026624068157614484,0.010869565217391304,0.24494142705005326,3.3333333333333335,0,5.0,4.0,3.0,439.0,121.0,0.000906823849467241,0.008264462809917356,0.10972568578553615,1.3333333333333333
1980,DOM,6,7,4,0,0.0,0.0,1,454.0,80,0.002192295646727216,0.0125,0.17538365173817727,1.75,0,10.0,10.0,3.0,444.0,92.0,0.0026624068157614484,0.010869565217391304,0.24494142705005326,3.3333333333333335
1984,DOM,19,20,7,1,0.0,0.0,1,492.0,140,0.00445136879590474,0.007142857142857143,0.6231916314266637,2.857142857142857,0,6.0,7.0,4.0,454.0,80.0,0.002192295646727216,0.0125,0.17538365173817727,1.75
1988,DOM,16,15,5,0,1.0,1.0,0,528.0,159,0.0025992029111072605,0.006289308176100629,0.41327326286605437,3.0,0,19.0,20.0,7.0,492.0,140.0,0.00445136879590474,0.007142857142857143,0.6231916314266637,2.857142857142857
1992,DOM,32,13,5,0,0.0,1.0,0,573.0,168,0.0020730346037314625,0.005952380952380952,0.34826981342688573,2.6,0,16.0,15.0,5.0,528.0,159.0,0.0025992029111072605,0.006289308176100629,0.41327326286605437,3.0
1996,DOM,16,16,7,0,0.0,1.0,0,604.0,197,0.002362320980363207,0.005076142131979695,0.4653772331315518,2.2857142857142856,0,32.0,13.0,5.0,573.0,168.0,0.0020730346037314625,0.005952380952380952,0.34826981342688573,2.6
2000,DOM,12,13,5,0,0.0,1.0,0,667.0,199,0.001851851851851852,0.005025125628140704,0.3685185185185185,2.6,0,16.0,16.0,7.0,604.0,197.0,0.002362320980363207,0.005076142131979695,0.4653772331315518,2.2857142857142856
2004,DOM,33,22,9,1,0.0,1.0,0,669.0,201,0.0032065296603993585,0.004975124378109453,0.6445124617402711,2.4444444444444446,0,12.0,13.0,5.0,667.0,199.0,0.001851851851851852,0.005025125628140704,0.3685185185185185,2.6
2008,DOM,24,21,9,2,1.0,2.0,0,673.0,204,0.002967359050445104,0.004901960784313725,0.6053412462908012,2.3333333333333335,0,33.0,22.0,9.0,669.0,201.0,0.0032065296603993585,0.004975124378109453,0.6445124617402711,2.4444444444444446
2012,DOM,33,21,10,2,2.0,4.0,0,670.0,204,0.003002144388849178,0.004901960784313725,0.6124374553252323,2.1,0,24.0,21.0,9.0,673.0,204.0,0.002967359050445104,0.004901960784313725,0.6053412462908012,2.3333333333333335
2016,DOM,26,22,11,1,2.0,6.0,0,682.0,205,0.0030990280321171997,0.004878048780487805,0.6353007465840259,2.0,0,33.0,21.0,10.0,670.0,204.0,0.003002144388849178,0.004901960784313725,0.6124374553252323,2.1
2020,DOM,66,31,11,5,1.0,7.0,0,761.0,205,0.004518291794199096,0.004878048780487805,0.9262498178108147,2.8181818181818183,0,26.0,22.0,11.0,682.0,205.0,0.0030990280321171997,0.004878048780487805,0.6353007465840259,2.0
2024,DOM,59,27,13,3,5.0,12.0,0,738.0,204,0.00423728813559322,0.004901960784313725,0.864406779661017,2.076923076923077,0,66.0,31.0,11.0,761.0,205.0,0.004518291794199096,0.004878048780487805,0.9262498178108147,2.8181818181818183
1924,ECU,3,4,1,0,,0.0,1,292.0,44,0.002472187886279357,0.022727272727272728,0.10877626699629171,4.0,0,,,,,,,,,
1968,ECU,15,21,6,0,0.0,0.0,1,386.0,112,0.005700325732899023,0.008928571428571428,0.6384364820846906,3.5,0,3.0,4.0,1.0,292.0,44.0,0.002472187886279357,0.022727272727272728,0.10877626699629171,4.0
1972,ECU,2,4,2,0,0.0,0.0,1,439.0,121,0.000906823849467241,0.008264462809917356,0.10972568578553615,2.0,0,15.0,21.0,6.0,386.0,112.0,0.005700325732899023,0.008928571428571428,0.6384364820846906,3.5
1976,ECU,5,8,4,0,0.0,0.0,1,444.0,92,0.002129925452609159,0.010869565217391304,0.19595314164004263,2.0,0,2.0,4.0,2.0,439.0,121.0,0.000906823849467241,0.008264462809917356,0.10972568578553615,2.0
1980,ECU,12,13,5,0,0.0,0.0,1,454.0,80,0.004071406201064829,0.0125,0.3257124960851863,2.6,0,5.0,8.0,4.0,444.0,92.0,0.002129925452609159,0.010869565217391304,0.19595314164004263,2.0
1984,ECU,11,14,6,0,0.0,0.0,1,492.0,140,0.0031159581571333183,0.007142857142857143,0.43623414199866456,2.3333333333333335,0,12.0,13.0,5.0,454.0,80.0,0.004071406201064829,0.0125,0.3257124960851863,2.6
1988,ECU,13,15,6,0,0.0,0.0,1,528.0,159,0.0025992029111072605,0.006289308176100629,0.41327326286605437,2.5,0,11.0,14.0,6.0,492.0,140.0,0.0031159581571333183,0.007142857142857143,0.43623414199866456,2.3333333333333335
1992,ECU,13,15,6,0,0.0,0.0,1,573.0,168,0.0023919630043055333,0.005952380952380952,0.4018497847233296,2.5,0,13.0,15.0,6.0,528.0,159.0,0.0025992029111072605,0.006289308176100629,0.41327326286605437,2.5
1996,ECU,19,18,7,1,0.0,0.0,1,604.0,197,0.0026576111029086077,0.005076142131979695,0.5235493872729957,2.5714285714285716,0,13.0,15.0,6.0,573.0,168.0,0.0023919630043055333,0.005952380952380952,0.4018497847233296,2.5
2000,ECU,10,11,5,0,1.0,1.0,0,667.0,199,0.0015669515669515669,0.005025125628140704,0.3118233618233618,2.2,0,19.0,18.0,7.0,604.0,197.0,0.0026576111029086077,0.005076142131979695,0.5235493872729957,2.5714285714285716
2004,ECU,16,15,7,0,0.0,1.0,0,669.0,201,0.0021862702229995625,0.004975124378109453,0.43944031482291207,2.142857142857143,0,10.0,11.0,5.0,667.0,199.0,0.0015669515669515669,0.005025125628140704,0.3118233618233618,2.2
2008,ECU,25,23,9,1,0.0,1.0,0,673.0,204,0.0032499646742970185,0.004901960784313725,0.6629927935565918,2.5555555555555554,0,16.0,15.0,7.0,669.0,201.0,0.0021862702229995625,0.004975124378109453,0.43944031482291207,2.142857142857143
2012,ECU,36,34,11,0,1.0,2.0,0,670.0,204,0.004860614724803431,0.004901960784313725,0.9915654038598999,3.090909090909091,0,25.0,23.0,9.0,673.0,204.0,0.0032499646742970185,0.004901960784313725,0.6629927935565918,2.5555555555555554
2016,ECU,37,29,12,0,0.0,2.0,0,682.0,205,0.0040850824059726724,0.004878048780487805,0.8374418932243979,2.4166666666666665,0,36.0,34.0,11.0,670.0,204.0,0.004860614724803431,0.004901960784313725,0.9915654038598999,3.090909090909091
2020,ECU,47,35,17,3,0.0,2.0,0,761.0,205,0.00510129718699898,0.004878048780487805,1.045765923334791,2.0588235294117645,0,37.0,29.0,12.0,682.0,205.0,0.0040850824059726724,0.004878048780487805,0.8374418932243979,2.4166666666666665
2024,ECU,40,32,14,5,3.0,5.0,0,738.0,204,0.005021971123666039,0.004901960784313725,1.024482109227872,2.2857142857142856,0,47.0,35.0,17.0,761.0,205.0,0.00510129718699898,0.004878048780487805,1.045765923334791,2.0588235294117645
1920,EGY,18,11,6,0,,0.0,1,363.0,29,0.00914380714879468,0.034482758620689655,0.2651704073150457,1.8333333333333333,0,,,,,,,,,
1924,EGY,23,11,8,0,0.0,0.0,1,292.0,44,0.006798516687268232,0.022727272727272728,0.2991347342398022,1.375,0,18.0,11.0,6.0,363.0,29.0,0.00914380714879468,0.034482758620689655,0.2651704073150457,1.8333333333333333
1928,EGY,32,14,5,4,0.0,0.0,1,252.0,46,0.009138381201044387,0.021739130434782608,0.4203655352480418,2.8,0,23.0,11.0,8.0,292.0,44.0,0.006798516687268232,0.022727272727272728,0.2991347342398022,1.375
1936,EGY,53,30,10,5,4.0,4.0,0,302.0,49,0.014563106796116505,0.02040816326530612,0.7135922330097089,3.0,0,32.0,14.0,5.0,252.0,46.0,0.009138381201044387,0.021739130434782608,0.4203655352480418,2.8
1948,EGY,85,53,12,5,5.0,9.0,0,312.0,59,0.02397105382180009,0.01694915254237288,1.4142921754862052,4.416666666666667,0,53.0,30.0,10.0,302.0,49.0,0.014563106796116505,0.02040816326530612,0.7135922330097089,3.0
1952,EGY,106,65,14,1,5.0,14.0,0,338.0,69,0.02187079407806191,0.014492753623188406,1.5090847913862717,4.642857142857143,0,85.0,53.0,12.0,312.0,59.0,0.02397105382180009,0.01694915254237288,1.4142921754862052,4.416666666666667
1956,EGY,3,2,1,0,1.0,15.0,0,342.0,72,0.0009212344541685859,0.013888888888888888,0.06632888070013819,2.0,0,106.0,65.0,14.0,338.0,69.0,0.02187079407806191,0.014492753623188406,1.5090847913862717,4.642857142857143
1964,EGY,72,35,9,0,0.0,15.0,0,370.0,93,0.010832559579077685,0.010752688172043012,1.0074280408542247,3.888888888888889,0,3.0,2.0,1.0,342.0,72.0,0.0009212344541685859,0.013888888888888888,0.06632888070013819,2.0
1968,EGY,30,18,7,0,0.0,15.0,0,386.0,112,0.004885993485342019,0.008928571428571428,0.5472312703583062,2.5714285714285716,0,72.0,35.0,9.0,370.0,93.0,0.010832559579077685,0.010752688172043012,1.0074280408542247,3.888888888888889
1972,EGY,23,16,5,0,0.0,15.0,0,439.0,121,0.003627295397868964,0.008264462809917356,0.4389027431421446,3.2,0,30.0,18.0,7.0,386.0,112.0,0.004885993485342019,0.008928571428571428,0.5472312703583062,2.5714285714285716
1976,EGY,26,7,4,0,0.0,15.0,0,444.0,92,0.001863684771033014,0.010869565217391304,0.17145899893503727,1.75,0,23.0,16.0,5.0,439.0,121.0,0.003627295397868964,0.008264462809917356,0.4389027431421446,3.2
1984,EGY,113,74,15,1,0.0,15.0,0,492.0,140,0.01647006454484754,0.007142857142857143,2.305809036278656,4.933333333333334,0,26.0,7.0,4.0,444.0,92.0,0.001863684771033014,0.010869565217391304,0.17145899893503727,1.75
1988,EGY,48,36,12,0,1.0,16.0,0,528.0,159,0.006238086986657425,0.006289308176100629,0.9918558308785306,3.0,0,113.0,74.0,15.0,492.0,140.0,0.01647006454484754,0.007142857142857143,2.305809036278656,4.933333333333334
1992,EGY,74,32,13,0,0.0,16.0,0,573.0,168,0.005102854409185138,0.005952380952380952,0.8572795407431032,2.4615384615384617,0,48.0,36.0,12.0,528.0,159.0,0.006238086986657425,0.006289308176100629,0.9918558308785306,3.0
1996,EGY,29,17,8,0,0.0,16.0,0,604.0,197,0.002509966041635907,0.005076142131979695,0.49446331020227374,2.125,0,74.0,32.0,13.0,573.0,168.0,0.005102854409185138,0.005952380952380952,0.8572795407431032,2.4615384615384617
2000,EGY,88,64,20,0,0.0,16.0,0,667.0,199,0.009116809116809116,0.005025125628140704,1.8142450142450142,3.2,0,29.0,17.0,8.0,604.0,197.0,0.002509966041635907,0.005076142131979695,0.49446331020227374,2.125
2004,EGY,96,48,17,5,0.0,16.0,0,669.0,201,0.006996064713598601,0.004975124378109453,1.406209007433319,2.823529411764706,0,88.0,64.0,20.0,667.0,199.0,0.009116809116809116,0.005025125628140704,1.8142450142450142,3.2
2008,EGY,100,68,19,2,5.0,21.0,0,673.0,204,0.009608591210965097,0.004901960784313725,1.96015260703688,3.5789473684210527,0,96.0,48.0,17.0,669.0,201.0,0.006996064713598601,0.004975124378109453,1.406209007433319,2.823529411764706
2012,EGY,109,87,21,4,2.0,23.0,0,670.0,204,0.012437455325232308,0.004901960784313725,2.5372408863473908,4.142857142857143,0,100.0,68.0,19.0,673.0,204.0,0.009608591210965097,0.004901960784313725,1.96015260703688,3.5789473684210527
2016,EGY,118,87,23,3,4.0,27.0,0,682.0,205,0.012255247217918017,0.004878048780487805,2.5123256796731934,3.782608695652174,0,109.0,87.0,21.0,670.0,204.0,0.012437455325232308,0.004901960784313725,2.5372408863473908,4.142857142857143
2020,EGY,140,94,27,6,3.0,30.0,0,761.0,205,0.01370062673079726,0.004878048780487805,2.8086284798134384,3.4814814814814814,0,118.0,87.0,23.0,682.0,205.0,0.012255247217918017,0.004878048780487805,2.5123256796731934,3.782608695652174
2024,EGY,155,89,26,3,6.0,36.0,0,738.0,204,0.01396735718769617,0.004901960784313725,2.849340866290019,3.423076923076923,0,140.0,94.0,27.0,761.0,205.0,0.01370062673079726,0.004878048780487805,2.8086284798134384,3.4814814814814814
2000,ERI,3,3,1,0,,0.0,1,667.0,199,0.00042735042735042735,0.005025125628140704,0.08504273504273505,3.0,0,,,,,,,,,
2004,ERI,4,3,1,1,0.0,0.0,1,669.0,201,0.00043725404459991256,0.004975124378109453,0.08788806296458243,3.0,0,3.0,3.0,1.0,667.0,199.0,0.00042735042735042735,0.005025125628140704,0.08504273504273505,3.0
2008,ERI,10,6,1,0,1.0,1.0,0,673.0,204,0.000847816871555744,0.004901960784313725,0.17295464179737177,6.0,0,4.0,3.0,1.0,669.0,201.0,0.00043725404459991256,0.004975124378109453,0.08788806296458243,3.0
2012,ERI,12,7,2,0,0.0,1.0,0,670.0,204,0.0010007147962830592,0.004901960784313725,0.2041458184417441,3.5,0,10.0,6.0,1.0,673.0,204.0,0.000847816871555744,0.004901960784313725,0.17295464179737177,6.0
2016,ERI,12,6,2,0,0.0,1.0,0,682.0,205,0.0008451894633046908,0.004878048780487805,0.17326383997746161,3.0,0,12.0,7.0,2.0,670.0,204.0,0.0010007147962830592,0.004901960784313725,0.2041458184417441,3.5
2020,ERI,13,10,3,0,0.0,1.0,0,761.0,205,0.0014575134819997085,0.004878048780487805,0.2987902638099402,3.3333333333333335,0,12.0,6.0,2.0,682.0,205.0,0.0008451894633046908,0.004878048780487805,0.17326383997746161,3.0
2024,ERI,11,9,3,0,0.0,1.0,0,738.0,204,0.0014124293785310734,0.004901960784313725,0.288135593220339,3.0,0,13.0,10.0,3.0,761.0,205.0,0.0014575134819997085,0.004878048780487805,0.2987902638099402,3.3333333333333335
1968,ESA,60,48,7,0,,0.0,1,386.0,112,0.013029315960912053,0.008928571428571428,1.45928338762215,6.857142857142857,0,,,,,,,,,
1972,ESA,11,12,2,0,0.0,0.0,1,439.0,121,0.002720471548401723,0.008264462809917356,0.32917705735660846,6.0,0,60.0,48.0,7.0,386.0,112.0,0.013029315960912053,0.008928571428571428,1.45928338762215,6.857142857142857
1984,ESA,10,15,5,0,0.0,0.0,1,492.0,140,0.0033385265969285557,0.007142857142857143,0.4673937235699978,3.0,0,11.0,12.0,2.0,439.0,121.0,0.002720471548401723,0.008264462809917356,0.32917705735660846,6.0
1988,ESA,6,7,4,0,0.0,0.0,1,528.0,159,0.0012129613585167215,0.006289308176100629,0.19286085600415873,1.75,0,10.0,15.0,5.0,492.0,140.0,0.0033385265969285557,0.007142857142857143,0.4673937235699978,3.0
1992,ESA,4,6,3,0,0.0,0.0,1,573.0,168,0.0009567852017222134,0.005952380952380952,0.16073991388933187,2.0,0,6.0,7.0,4.0,528.0,159.0,0.0012129613585167215,0.006289308176100629,0.19286085600415873,1.75
1996,ESA,8,10,5,0,0.0,0.0,1,604.0,197,0.0014764506127270044,0.005076142131979695,0.2908607707072199,2.0,0,4.0,6.0,3.0,573.0,168.0,0.0009567852017222134,0.005952380952380952,0.16073991388933187,2.0
2000,ESA,8,10,7,0,0.0,0.0,1,667.0,199,0.0014245014245014246,0.005025125628140704,0.2834757834757835,1.4285714285714286,0,8.0,10.0,5.0,604.0,197.0,0.0014764506127270044,0.005076142131979695,0.2908607707072199,2.0
2004,ESA,7,9,6,0,0.0,0.0,1,669.0,201,0.0013117621337997377,0.004975124378109453,0.26366418889374726,1.5,0,8.0,10.0,7.0,667.0,199.0,0.0014245014245014246,0.005025125628140704,0.2834757834757835,1.4285714285714286
2008,ESA,11,14,9,0,0.0,0.0,1,673.0,204,0.0019782393669634025,0.004901960784313725,0.4035608308605341,1.5555555555555556,0,7.0,9.0,6.0,669.0,201.0,0.0013117621337997377,0.004975124378109453,0.26366418889374726,1.5
2012,ESA,10,11,7,0,0.0,0.0,1,670.0,204,0.0015725518227305219,0.004901960784313725,0.3208005718370265,1.5714285714285714,0,11.0,14.0,9.0,673.0,204.0,0.0019782393669634025,0.004901960784313725,0.4035608308605341,1.5555555555555556
2016,ESA,8,10,6,0,0.0,0.0,1,682.0,205,0.001408649105507818,0.004878048780487805,0.2887730666291027,1.6666666666666667,0,10.0,11.0,7.0,670.0,204.0,0.0015725518227305219,0.004901960784313725,0.3208005718370265,1.5714285714285714
2020,ESA,5,7,4,0,0.0,0.0,1,761.0,205,0.001020259437399796,0.004878048780487805,0.20915318466695818,1.75,0,8.0,10.0,6.0,682.0,205.0,0.001408649105507818,0.004878048780487805,0.2887730666291027,1.6666666666666667
