Year,NOC,Squad_Size,Female_Ratio,NOC_Events_Entered,Sport_Diversity,Gold,Silver,Bronze,Total,Lagged_Total_Medals,Global_Unique_Sports,Global_Total_Events,Global_Nations_Count,Global_Actual_Medals_Awarded,Is_Host,Is_Prev_Host,Is_Next_Host,Medal_Share_Won,Event_Participation_Rate
1984,ESP,179,0.0893854748603352,104,23,1,2,2,5,6.0,32,492.0,140,688,0,0,0,0.0072674418604651,0.2113821138211382
1988,ESP,226,0.1283185840707964,130,24,1,1,2,4,5.0,34,528.0,159,739,0,0,1,0.0054127198917456,0.2462121212121212
1992,ESP,412,0.2961165048543689,195,29,13,7,2,22,4.0,37,573.0,168,815,1,0,0,0.0269938650306748,0.3403141361256545
1996,ESP,284,0.3274647887323944,157,22,5,6,6,17,22.0,40,604.0,197,842,0,1,0,0.0201900237529691,0.2599337748344371
2000,ESP,316,0.3196202531645569,165,27,3,3,5,11,17.0,43,667.0,199,927,0,0,0,0.011866235167206,0.2473763118440779
2004,ESP,313,0.4376996805111821,155,27,3,11,6,20,11.0,43,669.0,201,926,0,0,0,0.0215982721382289,0.2316890881913303
2008,ESP,282,0.425531914893617,147,29,5,11,3,19,20.0,45,673.0,204,958,0,0,0,0.0198329853862212,0.2184249628528974
2012,ESP,278,0.39568345323741,135,27,4,10,6,20,19.0,43,670.0,204,960,0,0,0,0.0208333333333333,0.2014925373134328
2016,ESP,306,0.4640522875816993,146,28,7,4,6,17,20.0,45,682.0,205,972,0,0,0,0.0174897119341563,0.2140762463343108
2021,ESP,334,0.4251497005988024,146,36,3,8,6,17,17.0,53,761.0,205,1080,0,0,0,0.0157407407407407,0.1918528252299605
2024,ESP,400,0.505,150,39,5,4,9,18,17.0,51,738.0,204,1039,0,0,0,0.0173243503368623,0.2032520325203252
1924,EST,37,0.0,26,5,1,1,4,6,3.0,26,292.0,44,378,0,0,0,0.0158730158730158,0.0890410958904109
1928,EST,20,0.0,19,5,2,1,2,5,6.0,23,252.0,46,327,0,0,0,0.0152905198776758,0.0753968253968253
1932,EST,2,0.0,3,2,0,0,0,0,5.0,23,268.0,37,370,0,0,0,0.0,0.0111940298507462
1936,EST,33,0.0,29,8,2,2,3,7,0.0,28,302.0,49,422,0,0,0,0.0165876777251184,0.0960264900662251
1992,EST,37,0.1081081081081081,35,13,1,0,1,2,7.0,37,573.0,168,815,0,0,0,0.0024539877300613,0.0610820244328097
1996,EST,43,0.1860465116279069,36,13,0,0,0,0,2.0,40,604.0,197,842,0,0,0,0.0,0.0596026490066225
2000,EST,33,0.0606060606060606,29,11,1,0,2,3,0.0,43,667.0,199,927,0,0,0,0.0032362459546925,0.0434782608695652
2004,EST,42,0.2619047619047619,34,10,0,1,2,3,3.0,43,669.0,201,926,0,0,0,0.0032397408207343,0.0508221225710014
2008,EST,47,0.2765957446808511,42,13,1,1,0,2,3.0,45,673.0,204,958,0,0,0,0.0020876826722338,0.0624071322436849
2012,EST,32,0.28125,30,11,0,1,1,2,2.0,43,670.0,204,960,0,0,0,0.0020833333333333,0.044776119402985
2016,EST,46,0.391304347826087,31,13,0,0,1,1,2.0,45,682.0,205,972,0,0,0,0.0010288065843621,0.0454545454545454
2021,EST,33,0.4242424242424242,28,15,1,0,1,2,1.0,53,761.0,205,1080,0,0,0,0.0018518518518518,0.0367936925098554
2024,EST,24,0.3333333333333333,21,14,0,0,0,0,2.0,51,738.0,204,1039,0,0,0,0.0,0.0284552845528455
1960,ETH,10,0.0,8,2,0,0,0,0,0.0,26,340.0,84,461,0,0,0,0.0,0.0235294117647058
1964,ETH,12,0.0,11,3,1,0,0,1,0.0,28,370.0,93,504,0,0,0,0.0019841269841269,0.0297297297297297
1968,ETH,18,0.0,13,3,1,1,0,2,1.0,27,386.0,112,527,0,0,0,0.0037950664136622,0.0336787564766839
1972,ETH,31,0.0,20,3,0,0,2,2,2.0,31,439.0,121,600,0,0,0,0.0033333333333333,0.0455580865603644
1980,ETH,41,0.048780487804878,26,3,2,0,2,4,2.0,30,454.0,80,631,0,0,0,0.0063391442155309,0.0572687224669603
1992,ETH,20,0.3,11,2,1,0,2,3,4.0,37,573.0,168,815,0,0,0,0.003680981595092,0.019197207678883
1996,ETH,18,0.4444444444444444,10,2,2,0,1,3,3.0,40,604.0,197,842,0,0,0,0.003562945368171,0.0165562913907284
2000,ETH,26,0.4230769230769231,11,2,4,1,3,8,3.0,43,667.0,199,927,0,0,0,0.0086299892125134,0.0164917541229385
2004,ETH,26,0.4615384615384615,12,2,2,3,2,7,8.0,43,669.0,201,926,0,0,0,0.0075593952483801,0.0179372197309417
2008,ETH,27,0.4814814814814814,10,1,4,2,1,7,7.0,45,673.0,204,958,0,0,0,0.0073068893528183,0.0148588410104011
2012,ETH,33,0.4545454545454545,14,2,3,2,3,8,7.0,43,670.0,204,960,0,0,0,0.0083333333333333,0.0208955223880597
2016,ETH,37,0.5405405405405406,16,3,1,2,5,8,8.0,45,682.0,205,972,0,0,0,0.0082304526748971,0.0234604105571847
2021,ETH,37,0.5405405405405406,15,4,1,1,2,4,8.0,53,761.0,205,1080,0,0,0,0.0037037037037037,0.0197109067017082
2024,ETH,33,0.5151515151515151,13,2,1,3,0,4,4.0,51,738.0,204,1039,0,0,0,0.0038498556304138,0.0176151761517615
1960,FIJ,2,0.0,3,1,0,0,0,0,0.0,26,340.0,84,461,0,0,0,0.0,0.0088235294117647
1968,FIJ,1,0.0,1,1,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0025906735751295
1972,FIJ,2,0.0,4,1,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0091116173120728
1976,FIJ,2,0.5,5,1,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.0112612612612612
1984,FIJ,14,0.2142857142857142,22,5,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0447154471544715
1988,FIJ,23,0.1739130434782608,31,5,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0587121212121212
1992,FIJ,18,0.2222222222222222,32,4,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0558464223385689
1996,FIJ,17,0.1764705882352941,14,5,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0231788079470198
2000,FIJ,7,0.4285714285714285,9,5,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0134932533733133
2004,FIJ,8,0.5,9,6,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0134529147982062
2008,FIJ,6,0.3333333333333333,6,5,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0089153046062407
2012,FIJ,9,0.3333333333333333,9,6,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0134328358208955
2016,FIJ,53,0.320754716981132,14,10,1,0,0,1,0.0,45,682.0,205,972,0,0,0,0.0010288065843621,0.0205278592375366
2021,FIJ,32,0.5,8,6,1,0,1,2,1.0,53,761.0,205,1080,0,0,0,0.0018518518518518,0.0105124835742444
2024,FIJ,36,0.4722222222222222,11,7,0,1,0,1,2.0,51,738.0,204,1039,0,0,0,0.0009624639076034,0.0149051490514905
1912,FIN,164,0.0121951219512195,49,10,9,8,9,26,5.0,21,236.0,27,312,0,0,0,0.0833333333333333,0.2076271186440678
1920,FIN,63,0.0158730158730158,51,9,15,10,9,34,26.0,32,363.0,29,438,0,0,0,0.0776255707762557,0.140495867768595
1924,FIN,120,0.0,68,11,14,13,10,37,34.0,26,292.0,44,378,0,0,0,0.0978835978835978,0.2328767123287671
1928,FIN,69,0.0289855072463768,48,11,8,8,9,25,37.0,23,252.0,46,327,0,0,0,0.0764525993883792,0.1904761904761904
1932,FIN,40,0.0,36,5,0,0,0,0,25.0,23,268.0,37,370,0,0,0,0.0,0.1343283582089552
1936,FIN,107,0.0467289719626168,69,13,8,6,6,20,0.0,28,302.0,49,422,0,0,0,0.0473933649289099,0.2284768211920529
1948,FIN,123,0.040650406504065,80,15,8,7,5,20,20.0,26,312.0,59,411,0,0,1,0.048661800486618,0.2564102564102564
1952,FIN,258,0.1162790697674418,139,18,6,3,13,22,20.0,26,338.0,69,459,1,0,0,0.0479302832244008,0.4112426035502958
1956,FIN,71,0.0140845070422535,67,15,3,1,11,15,22.0,26,342.0,72,469,0,1,0,0.0319829424307036,0.195906432748538
1960,FIN,117,0.0854700854700854,92,14,0,0,0,0,15.0,26,340.0,84,461,0,0,0,0.0,0.2705882352941176
1964,FIN,89,0.0561797752808988,64,13,3,0,2,5,0.0,28,370.0,93,504,0,0,0,0.0099206349206349,0.1729729729729729
1968,FIN,66,0.0909090909090909,61,13,1,2,1,4,5.0,27,386.0,112,527,0,0,0,0.0075901328273244,0.1580310880829015
1972,FIN,96,0.0729166666666666,75,16,3,1,4,8,4.0,31,439.0,121,600,0,0,0,0.0133333333333333,0.1708428246013667
1976,FIN,83,0.072289156626506,63,14,4,2,0,6,8.0,30,444.0,92,613,0,0,0,0.0097879282218597,0.1418918918918918
1980,FIN,105,0.0571428571428571,71,16,3,1,4,8,6.0,30,454.0,80,631,0,0,0,0.0126782884310618,0.1563876651982378
1984,FIN,86,0.1511627906976744,76,15,4,2,6,12,8.0,32,492.0,140,688,0,0,0,0.0174418604651162,0.1544715447154471
1988,FIN,78,0.2435897435897435,66,15,1,1,2,4,12.0,34,528.0,159,739,0,0,0,0.0054127198917456,0.125
1992,FIN,87,0.3218390804597701,85,16,1,2,2,5,4.0,37,573.0,168,815,0,0,0,0.0061349693251533,0.1483420593368237
1996,FIN,76,0.3815789473684211,74,15,1,2,1,4,5.0,40,604.0,197,842,0,0,0,0.004750593824228,0.1225165562913907
2000,FIN,70,0.4285714285714285,64,16,2,1,1,4,4.0,43,667.0,199,927,0,0,0,0.0043149946062567,0.095952023988006
2004,FIN,53,0.320754716981132,53,12,0,2,0,2,4.0,43,669.0,201,926,0,0,0,0.0021598272138228,0.0792227204783258
2008,FIN,57,0.4561403508771929,55,14,1,1,2,4,2.0,45,673.0,204,958,0,0,0,0.0041753653444676,0.0817236255572065
2012,FIN,56,0.4821428571428571,61,14,0,2,1,3,4.0,43,670.0,204,960,0,0,0,0.003125,0.0910447761194029
2016,FIN,54,0.5185185185185185,55,17,0,0,1,1,3.0,45,682.0,205,972,0,0,0,0.0010288065843621,0.0806451612903225
2021,FIN,45,0.5111111111111111,37,11,0,0,2,2,1.0,53,761.0,205,1080,0,0,0,0.0018518518518518,0.0486202365308804
2024,FIN,57,0.5964912280701754,46,14,0,0,0,0,2.0,51,738.0,204,1039,0,0,0,0.0,0.062330623306233
1900,FRA,715,0.0167832167832167,81,19,27,39,37,103,11.0,25,236.0,31,284,1,0,0,0.3626760563380282,0.3432203389830508
1904,FRA,1,0.0,2,1,0,1,0,1,103.0,21,224.0,15,280,0,1,0,0.0035714285714285,0.0089285714285714
1908,FRA,208,0.0,54,13,5,5,9,19,1.0,28,267.0,22,324,0,0,0,0.0586419753086419,0.2022471910112359
1912,FRA,109,0.0091743119266055,61,12,7,4,3,14,19.0,21,236.0,27,312,0,0,0,0.0448717948717948,0.2584745762711864
1920,FRA,303,0.0231023102310231,112,22,9,19,13,41,14.0,32,363.0,29,438,0,0,1,0.093607305936073,0.3085399449035813
1924,FRA,319,0.0626959247648902,123,19,13,15,10,38,41.0,26,292.0,44,378,1,0,0,0.1005291005291005,0.4212328767123288
1928,FRA,231,0.1385281385281385,104,16,6,10,5,21,38.0,23,252.0,46,327,0,1,0,0.0642201834862385,0.4126984126984127
1932,FRA,65,0.0307692307692307,52,12,0,0,0,0,21.0,23,268.0,37,370,0,0,0,0.0,0.1940298507462686
1936,FRA,201,0.0547263681592039,100,18,7,6,6,19,0.0,28,302.0,49,422,0,0,0,0.0450236966824644,0.3311258278145695
1948,FRA,283,0.127208480565371,125,19,10,6,13,29,19.0,26,312.0,59,411,0,0,0,0.0705596107055961,0.4006410256410256
1952,FRA,245,0.1265306122448979,131,18,6,6,6,18,29.0,26,338.0,69,459,0,0,0,0.0392156862745098,0.3875739644970414
1956,FRA,145,0.1241379310344827,101,16,4,4,6,14,18.0,26,342.0,72,469,0,0,0,0.0298507462686567,0.2953216374269006
1960,FRA,238,0.1176470588235294,120,19,0,0,0,0,14.0,26,340.0,84,461,0,0,0,0.0,0.3529411764705882
1964,FRA,138,0.144927536231884,89,14,1,8,6,15,0.0,28,370.0,93,504,0,0,0,0.0297619047619047,0.2405405405405405
1968,FRA,200,0.155,107,16,7,3,5,15,15.0,27,386.0,112,527,0,0,0,0.0284629981024667,0.2772020725388601
1972,FRA,227,0.13215859030837,132,18,2,4,7,13,15.0,31,439.0,121,600,0,0,0,0.0216666666666666,0.3006833712984054
1976,FRA,206,0.1407766990291262,128,18,2,3,4,9,13.0,30,444.0,92,613,0,0,0,0.0146818923327895,0.2882882882882883
1980,FRA,121,0.1900826446280991,85,13,6,5,3,14,9.0,30,454.0,80,631,0,0,0,0.0221870047543581,0.1872246696035242
1984,FRA,238,0.2058823529411764,139,21,5,7,16,28,14.0,32,492.0,140,688,0,0,0,0.0406976744186046,0.282520325203252
1988,FRA,266,0.2781954887218045,167,23,6,4,6,16,28.0,34,528.0,159,739,0,0,0,0.0216508795669824,0.3162878787878788
1992,FRA,339,0.2890855457227139,196,25,8,5,16,29,16.0,37,573.0,168,815,0,0,0,0.0355828220858895,0.3420593368237347
1996,FRA,299,0.3411371237458194,183,25,15,7,15,37,29.0,40,604.0,197,842,0,0,0,0.0439429928741092,0.3029801324503311
2000,FRA,336,0.3720238095238095,196,28,13,14,11,38,37.0,43,667.0,199,927,0,0,0,0.040992448759439,0.2938530734632684
2004,FRA,308,0.3668831168831168,193,27,11,9,13,33,38.0,43,669.0,201,926,0,0,0,0.0356371490280777,0.2884902840059791
2008,FRA,309,0.3915857605177993,205,25,7,16,20,43,33.0,45,673.0,204,958,0,0,0,0.0448851774530271,0.3046062407132243
2012,FRA,324,0.4382716049382716,188,28,11,11,13,35,43.0,43,670.0,204,960,0,0,0,0.0364583333333333,0.2805970149253731
2016,FRA,392,0.4260204081632653,202,32,10,18,14,42,35.0,45,682.0,205,972,0,0,0,0.0432098765432098,0.2961876832844575
2021,FRA,396,0.4393939393939394,194,41,10,12,11,33,42.0,53,761.0,205,1080,0,0,1,0.0305555555555555,0.254927726675427
2024,FRA,601,0.4908485856905158,223,46,16,26,22,64,33.0,51,738.0,204,1039,1,0,0,0.0615976900866217,0.3021680216802168
1972,FRG,424,0.1957547169811321,183,23,13,11,16,40,26.0,31,439.0,121,600,1,0,0,0.0666666666666666,0.4168564920273349
1976,FRG,290,0.196551724137931,163,20,10,12,17,39,40.0,30,444.0,92,613,0,1,0,0.0636215334420881,0.3671171171171171
1984,FRG,389,0.3161953727506427,194,25,17,19,23,59,39.0,32,492.0,140,688,0,0,0,0.0857558139534883,0.3943089430894309
1988,FRG,347,0.2968299711815562,194,24,11,14,15,40,59.0,34,528.0,159,739,0,0,0,0.054127198917456,0.3674242424242424
2004,FSM,5,0.4,5,3,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.007473841554559
2008,FSM,5,0.4,5,3,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0074294205052005
2012,FSM,6,0.3333333333333333,6,4,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.008955223880597
2016,FSM,5,0.6,5,3,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0073313782991202
2021,FSM,3,0.3333333333333333,3,2,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0039421813403416
2024,FSM,3,0.3333333333333333,3,2,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0040650406504065
1984,GAB,4,0.5,4,2,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.008130081300813
1988,GAB,2,0.5,2,2,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0037878787878787
1992,GAB,5,0.2,5,3,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0087260034904013
1996,GAB,7,0.1428571428571428,6,3,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.009933774834437
2000,GAB,5,0.4,6,3,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0089955022488755
2004,GAB,5,0.4,5,3,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.007473841554559
2008,GAB,4,0.5,4,3,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0059435364041604
2012,GAB,21,0.0952380952380952,7,5,0,1,0,1,0.0,43,670.0,204,960,0,0,0,0.0010416666666666,0.0104477611940298
2016,GAB,6,0.3333333333333333,6,4,0,0,0,0,1.0,45,682.0,205,972,0,0,0,0.0,0.0087976539589442
2021,GAB,5,0.4,5,4,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0065703022339027
2024,GAB,5,0.6,5,4,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0067750677506775
1988,GAM,6,0.1666666666666666,6,2,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0113636363636363
1992,GAM,5,0.0,5,1,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0087260034904013
1996,GAM,9,0.1111111111111111,6,1,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.009933774834437
2000,GAM,2,0.5,2,1,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0029985007496251
2004,GAM,2,0.5,3,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0044843049327354
2008,GAM,3,0.3333333333333333,3,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0044576523031203
2012,GAM,2,0.5,2,1,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0029850746268656
2016,GAM,4,0.25,4,3,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0058651026392961
2021,GAM,4,0.25,5,3,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0065703022339027
2024,GAM,7,0.4285714285714285,8,4,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.010840108401084
1900,GBR,104,0.0096153846153846,39,16,15,7,9,31,7.0,25,236.0,31,284,0,0,0,0.1091549295774647,0.1652542372881356
1904,GBR,6,0.0,4,3,1,1,0,2,31.0,21,224.0,15,280,0,0,1,0.0071428571428571,0.0178571428571428
1908,GBR,732,0.0532786885245901,108,24,56,51,39,146,2.0,28,267.0,22,324,1,0,0,0.4506172839506173,0.4044943820224719
1912,GBR,270,0.037037037037037,76,15,10,15,16,41,146.0,21,236.0,27,312,0,1,0,0.1314102564102564,0.3220338983050847
1920,GBR,233,0.0686695278969957,83,20,14,15,13,42,41.0,32,363.0,29,438,0,0,0,0.0958904109589041,0.2286501377410468
1924,GBR,259,0.1003861003861003,111,17,9,13,12,34,42.0,26,292.0,44,378,0,0,0,0.0899470899470899,0.3801369863013699
1928,GBR,192,0.1510416666666666,80,13,3,10,7,20,34.0,23,252.0,46,327,0,0,0,0.0611620795107033,0.3174603174603174
1932,GBR,72,0.1944444444444444,45,9,0,0,0,0,20.0,23,268.0,37,370,0,0,0,0.0,0.167910447761194
1936,GBR,208,0.1778846153846154,91,17,4,7,3,14,0.0,28,302.0,49,422,0,0,0,0.0331753554502369,0.3013245033112582
1948,GBR,312,0.1506410256410256,128,19,3,14,6,23,14.0,26,312.0,59,411,1,0,0,0.0559610705596107,0.4102564102564102
1952,GBR,256,0.171875,127,18,1,2,8,11,23.0,26,338.0,69,459,0,1,0,0.0239651416122004,0.3757396449704142
1956,GBR,197,0.1472081218274111,113,18,6,7,11,24,11.0,26,342.0,72,469,0,0,0,0.0511727078891258,0.3304093567251462
1960,GBR,253,0.1857707509881423,130,17,0,0,0,0,24.0,26,340.0,84,461,0,0,0,0.0,0.3823529411764705
1964,GBR,204,0.2156862745098039,124,17,4,12,2,18,0.0,28,370.0,93,504,0,0,0,0.0357142857142857,0.3351351351351351
1968,GBR,225,0.2222222222222222,133,16,5,5,3,13,18.0,27,386.0,112,527,0,0,0,0.0246679316888045,0.344559585492228
1972,GBR,284,0.2605633802816901,159,18,4,5,9,18,13.0,31,439.0,121,600,0,0,0,0.03,0.3621867881548975
1976,GBR,242,0.2727272727272727,148,17,3,5,5,13,18.0,30,444.0,92,613,0,0,0,0.0212071778140293,0.3333333333333333
1980,GBR,219,0.319634703196347,145,14,5,7,9,21,13.0,30,454.0,80,631,0,0,0,0.0332805071315372,0.3193832599118942
1984,GBR,337,0.3204747774480712,190,20,5,11,21,37,21.0,32,492.0,140,688,0,0,0,0.0537790697674418,0.3861788617886179
1988,GBR,345,0.3652173913043478,191,22,5,10,9,24,37.0,34,528.0,159,739,0,0,0,0.0324763193504736,0.3617424242424242
1992,GBR,371,0.3827493261455525,203,23,5,3,12,20,24.0,37,573.0,168,815,0,0,0,0.0245398773006134,0.3542757417102967
1996,GBR,300,0.3866666666666666,175,22,1,8,6,15,20.0,40,604.0,197,842,0,0,0,0.0178147268408551,0.2897350993377483
2000,GBR,309,0.4142394822006472,179,23,11,10,7,28,15.0,43,667.0,199,927,0,0,0,0.0302049622437971,0.2683658170914543
2004,GBR,264,0.3901515151515151,162,24,9,9,12,30,28.0,43,669.0,201,926,0,0,0,0.0323974082073434,0.242152466367713
2008,GBR,303,0.462046204620462,185,23,19,13,19,51,30.0,45,673.0,204,958,0,0,1,0.0532359081419624,0.274888558692422
2012,GBR,530,0.4849056603773585,249,32,29,18,18,65,51.0,43,670.0,204,960,1,0,0,0.0677083333333333,0.3716417910447761
2016,GBR,360,0.4416666666666666,198,26,27,23,17,67,65.0,45,682.0,205,972,0,1,0,0.0689300411522633,0.2903225806451613
2021,GBR,392,0.5306122448979592,197,35,22,20,22,64,67.0,53,761.0,205,1080,0,0,0,0.0592592592592592,0.2588699080157687
2024,GBR,343,0.5189504373177842,174,33,14,22,29,65,64.0,51,738.0,204,1039,0,0,0,0.0625601539942252,0.2357723577235772
2000,GBS,3,0.3333333333333333,3,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0044977511244377
2004,GBS,3,0.6666666666666666,3,2,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0044843049327354
2008,GBS,3,0.3333333333333333,3,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0044576523031203
2012,GBS,4,0.5,4,2,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0059701492537313
2016,GBS,5,0.4,5,3,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0073313782991202
2021,GBS,4,0.25,4,3,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0052562417871222
2024,GBS,6,0.0,6,5,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.008130081300813
1972,GDR,297,0.2222222222222222,161,18,20,23,23,66,25.0,31,439.0,121,600,0,0,0,0.11,0.3667425968109339
1976,GDR,267,0.4232209737827715,139,17,40,25,25,90,66.0,30,444.0,92,613,0,0,0,0.1468189233278956,0.3130630630630631
1980,GDR,346,0.3583815028901734,167,17,47,37,42,126,90.0,30,454.0,80,631,0,0,0,0.1996830427892234,0.36784140969163
1988,GDR,259,0.3938223938223938,157,16,37,35,30,102,126.0,34,528.0,159,739,0,0,0,0.1380243572395128,0.2973484848484848
2000,GEO,36,0.25,41,12,0,0,6,6,2.0,43,667.0,199,927,0,0,0,0.0064724919093851,0.0614692653673163
2004,GEO,32,0.1875,38,10,2,2,0,4,6.0,43,669.0,201,926,0,0,0,0.0043196544276457,0.0568011958146487
2008,GEO,35,0.2285714285714285,35,11,3,2,2,7,4.0,45,673.0,204,958,0,0,0,0.0073068893528183,0.0520059435364041
2012,GEO,34,0.1764705882352941,35,10,1,2,3,6,7.0,43,670.0,204,960,0,0,0,0.00625,0.0522388059701492
2016,GEO,40,0.25,40,12,2,1,4,7,6.0,45,682.0,205,972,0,0,0,0.0072016460905349,0.0586510263929618
2021,GEO,35,0.1714285714285714,35,11,2,5,1,8,7.0,53,761.0,205,1080,0,0,0,0.0074074074074074,0.0459921156373193
2024,GEO,28,0.25,30,9,3,3,1,7,8.0,51,738.0,204,1039,0,0,0,0.0067372473532242,0.040650406504065
1988,GEQ,6,0.3333333333333333,7,1,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0132575757575757
1992,GEQ,7,0.2857142857142857,8,1,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0139616055846422
1996,GEQ,5,0.2,5,1,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0082781456953642
2000,GEQ,4,0.5,4,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0059970014992503
2004,GEQ,2,0.5,2,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0029895366218236
2008,GEQ,3,0.3333333333333333,3,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0044576523031203
2012,GEQ,2,0.5,2,1,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0029850746268656
2016,GEQ,1,0.0,1,1,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.001466275659824
2021,GEQ,3,0.3333333333333333,3,2,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0039421813403416
2024,GEQ,3,0.3333333333333333,3,2,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0040650406504065
1900,GER,76,0.0,27,10,4,3,2,9,13.0,25,236.0,31,284,0,0,0,0.0316901408450704,0.1144067796610169
1904,GER,22,0.0,25,9,4,5,6,15,9.0,21,224.0,15,280,0,0,0,0.0535714285714285,0.1116071428571428
1908,GER,82,0.024390243902439,41,12,3,5,5,13,15.0,28,267.0,22,324,0,0,0,0.0401234567901234,0.1535580524344569
1912,GER,183,0.0273224043715847,67,13,5,13,7,25,13.0,21,236.0,27,312,0,0,0,0.0801282051282051,0.2838983050847458
1928,GER,214,0.1448598130841121,85,15,10,7,14,31,25.0,23,252.0,46,327,0,0,0,0.0948012232415902,0.3373015873015873
1932,GER,85,0.0823529411764705,58,14,0,0,0,0,31.0,23,268.0,37,370,0,0,1,0.0,0.2164179104477611
1936,GER,348,0.1206896551724138,128,21,38,31,32,101,0.0,28,302.0,49,422,1,0,0,0.2393364928909952,0.423841059602649
1952,GER,205,0.1560975609756097,123,18,0,7,17,24,101.0,26,338.0,69,459,0,0,0,0.0522875816993464,0.363905325443787
1956,GER,167,0.1616766467065868,100,16,0,0,0,0,24.0,26,342.0,72,469,0,0,0,0.0,0.2923976608187134
1960,GER,293,0.1877133105802047,148,17,0,0,0,0,0.0,26,340.0,84,461,0,0,0,0.0,0.4352941176470588
1964,GER,337,0.1839762611275964,159,19,0,0,0,0,0.0,28,370.0,93,504,0,0,0,0.0,0.4297297297297297
1992,GER,463,0.3520518358531317,237,26,33,21,28,82,0.0,37,573.0,168,815,0,0,0,0.1006134969325153,0.4136125654450261
1996,GER,464,0.4030172413793103,234,26,20,18,27,65,82.0,40,604.0,197,842,0,0,0,0.0771971496437054,0.3874172185430463
2000,GER,422,0.428909952606635,234,29,13,17,26,56,65.0,43,667.0,199,927,0,0,0,0.0604099244875943,0.3508245877061469
2004,GER,441,0.4331065759637188,228,29,13,16,20,49,56.0,43,669.0,201,926,0,0,0,0.0529157667386609,0.3408071748878923
2008,GER,420,0.4357142857142857,207,30,16,11,14,41,49.0,45,673.0,204,958,0,0,0,0.0427974947807933,0.3075780089153046
2012,GER,383,0.4464751958224543,213,27,11,20,13,44,41.0,43,670.0,204,960,0,0,0,0.0458333333333333,0.317910447761194
